Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Kanchipuram",120-135,"Clay loam, Alluvial","Canal Irrigation, Tank Irrigation, Well Irrigation",Use high-yield varieties and proper spacing; Apply fertilizers based on soil test recommendations,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Cuddalore","Canal Irrigation, Tank Irrigation",Use high-yield varieties and proper spacing. Apply zinc sulphate.,"Thanjavur, Trichy, Nagapattinam",120,Clay loam,Canal Irrigation,Use high-yield varieties and proper spacing,Crop Name,Sowing Season,Harvesting Season,Harvesting Method,Harvesting Instructions,Suitable Districts,Duration (days),Soil Type,Irrigation Method,Yield Tips,"Thanjavur, Trichy, Nagapattinam, Thiruvarur",135,"Use high-yield varieties and proper spacing, manage water effectively","Use high-yield varieties, proper spacing, and integrated nutrient management",Use high-yield varieties and proper spacing. Apply fertilizers as per soil test recommendations.,"Thanjavur, Trichy, Madurai",Use high-yield varieties and proper spacing. Manage water effectively.,"Thanjavur, Trichy","Use high-yield varieties and proper spacing, manage pests and diseases effectively"
,,,,,,,,,,,,,,,,,,Cashew,July-August,February-March,Manual,Harvest when nuts fall naturally,"Cuddalore, Pudukottai",240,Laterite soil,Rainfed,Control Tea Mosquito Bug,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mango,December-January,May-June,Manual,Harvest based on fruit maturity indices,"Krishnagiri, Dharmapuri",150,Red Loamy soil,Irrigation,Regular pruning and nutrient management,,,,,,,,,
,,,,,,,,,,,,,,,,,,Onion,September-October,January-February,Manual,Harvest when leaves start to dry,"Perambalur, Dindigul",120,Sandy Loam,Irrigation,Proper spacing and weed control,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tomato,July-August,October-November,Manual,Harvest when fruits turn red,"Krishnagiri, Madurai",90,Sandy Loam,Irrigation,Support with stakes to prevent fruit rot,,,,,,,,,
,,,,,,,,,,,,,,,,,,Brinjal,Throughout the year,Throughout the year,Manual,Harvest when fruits are tender,"Salem, Vellore",120,Sandy Loam,Irrigation,Regular pest and disease management,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lady's Finger,March-April,June-July,Manual,Harvest young pods every 2-3 days,"Coimbatore, Perambalur",60,Sandy Loam,Irrigation,Harvest at right maturity stage,,,,,,,,,
,,,,,,,,,,,,,,,,,,Chilli,July-August,October-November,Manual,Harvest red ripe fruits,"Ramanathapuram, Sivagangai",150,Sandy Loam,Irrigation,Manage pest and disease effectively,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tapioca,April-May,February-March (next year),Manual,Harvest tubers when mature,"Salem, Namakkal",300,Sandy Loam,Irrigation,Apply potassium for tuber development,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sunflower,January-February,April-May,Manual,Harvest when back of the head turns yellow,"Perambalur, Ariyalur",90,Sandy Loam,Irrigation,Protect from bird damage,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sesame,June-July,September-October,Manual,Harvest when capsules turn yellow,"Thanjavur, Nagapattinam",90,Sandy Loam,Rainfed,Ensure proper drainage,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pulses (Red Gram),June-July,December-January,Manual,Harvest when pods are dry,"Salem, Dharmapuri",180,Red Soil,Rainfed,Control pod borer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pulses (Cowpea),June-July,September-October,Manual,Harvest when pods are dry,"Tirunelveli, Thoothukudi",90,Sandy Loam,Rainfed,Manage aphids and thrips,,,,,,,,,
,,,,,,,,,,,,,,,,,,Coffee,April-May,November-December,Manual,Handpick ripe cherries,"Dindigul, Theni",240,Lateritic Soil,Rainfed,Regular pruning and shade management,,,,,,,,,
,,,,,,,,,,,,,,,,,,Tea,Throughout the year,Throughout the year,Manual,Pluck two leaves and a bud,"Nilgiris, Coimbatore",365,Acidic Soil,Rainfed,Regular pruning and fertilizer application,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rubber,Throughout the year,Throughout the year,Manual,Tapping by skilled labor,Kanyakumari,365,Laterite Soil,Rainfed,Regular application of fertilizer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cardamom,June-July,November-December,Manual,Harvest when capsules mature,"Theni, Dindigul",240,Loamy Soil,Rainfed,Maintain optimum shade,,,,,,,,,
,,,,,,,,,,,,,,,,,,Pepper,June-July,January-February,Manual,Harvest spikes when berries turn red,"Theni, Dindigul",365,Loamy Soil,Rainfed,Provide support and training,,,,,,,,,
,,,,,,,,,,,,,,,,,,Betel Vine,Throughout the year,Throughout the year,Manual,Harvest tender leaves,"Tiruchirappalli, Thanjavur",365,Clay Loam Soil,Irrigation,Provide shade and support,,,,,,,,,
,,,,,,,,,,,,,,,,,,Jasmine,Throughout the year,Throughout the year,Manual,Handpick flowers early in the morning,"Madurai, Dindigul",365,Sandy Loam Soil,Irrigation,Regular pruning and fertilization,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rose,Throughout the year,Throughout the year,Manual,Cut stems with buds at the right stage,"Nilgiris, Coimbatore",365,Loamy Soil,Irrigation,Regular pruning and disease management,,,,,,,,,
,,,,,,,,,,,,,,,,,,Chrysanthemum,June-July,October-November,Manual,Cut flowers at the right stage,"Dindigul, Krishnagiri",120,Sandy Loam Soil,Irrigation,Pinch back shoots for better branching,,,,,,,,,
,,,,,,,,,,,,,,,,,,Marigold,June-July,September-October,Manual,Cut flowers at the right stage,"Dindigul, Krishnagiri",90,Sandy Loam Soil,Irrigation,Deadhead spent flowers to promote continuous bloom,,,,,,,,,
,,,,,,,,,,,,,,,,,,Watermelon,January-February,April-May,Manual,Harvest based on rind color and sound,"Ariyalur, Perambalur",90,Sandy Loam,Irrigation,Control fruit fly,,,,,,,,,
,,,,,,,,,,,,,,,,,,Muskmelon,January-February,April-May,Manual,Harvest when stem slips easily,"Ariyalur, Perambalur",90,Sandy Loam,Irrigation,Ensure proper pollination,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cluster Beans,June-July,September-October,Manual,Harvest tender pods,"Thanjavur, Nagapattinam",75,Sandy Loam,Rainfed,Control pod borer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Amaranthus,Throughout the year,Throughout the year,Manual,Harvest leaves when young,Throughout Tamil Nadu,45,Sandy Loam,Irrigation,Regular watering and fertilization,,,,,,,,,
,,,,,,,,,,,,,,,,,,Drumstick,Throughout the year,Throughout the year,Manual,Harvest tender pods,Throughout Tamil Nadu,365,Sandy Loam,Irrigation,Regular pruning and fertilization,,,,,,,,,
Rice,December - January,April - May,Manual,Cut the paddy using a sickle at 80-85% maturity,,,,,,,,,"Kanchipuram, Tiruvallur, Vellore",135,Clay loam,Tank Irrigation,Apply fertilizers based on soil test recommendations,,,,,,,,,,,,,,,,,,,
Sugarcane,January - February,December - January (Next Year),Manual/Mechanical,Harvest when cane is mature and Brix level is high,,,,,,,,,"Erode, Karur, Namakkal",365,Loamy soil,Drip Irrigation,Maintain proper drainage and ratooning,,,,,,,,,,,,,,,,,,,
Cotton,June - July,December - January,Manual,Pick cotton when bolls are fully opened,,,,,,,,,"Coimbatore, Tiruppur, Madurai",180,Black soil,Well Irrigation,Control pests and diseases effectively,,,,,,,,,,,,,,,,,,,
Groundnut,June - July,October - November,Manual/Mechanical,Harvest when pods are mature and shells are hardened,,,,,,,,,"Villupuram, Tiruvannamalai, Cuddalore",120,Sandy loam,Well Irrigation,Apply gypsum at flowering stage,,,,,,,,,,,,,,,,,,,
Maize,June - July,October - November,Manual/Mechanical,Harvest when kernels are hard and moisture content is low,,,,,,,,,"Dindigul, Theni, Salem",100,Sandy loam,Well Irrigation,Select drought-tolerant varieties,,,,,,,,,,,,,,,,,,,
Pulses (Black Gram),September - October,December - January,Manual,Harvest when pods are dry and seeds are mature,,,,,,,,,"Thoothukudi, Tirunelveli, Ramanathapuram",75,Loamy soil,Rainfed/Supplemental Irrigation,Provide support for climbing types,,,,,,,,,,,,,,,,,,,
Pulses (Green Gram),March - April,June - July,Manual,Harvest when pods are dry and seeds are mature,,,,,,,,,"Ariyalur, Perambalur, Pudukkottai",60,Loamy soil,Rainfed/Supplemental Irrigation,Control pod borers effectively,,,,,,,,,,,,,,,,,,,
Sunflower,January - February,April - May,Manual,Harvest when flower heads turn brown and seeds are mature,,,,,,,,,"Vellore, Tiruvannamalai, Krishnagiri",90,Sandy loam,Well Irrigation,Protect from bird damage,,,,,,,,,,,,,,,,,,,
Banana,Throughout the year,12-15 months after planting,Manual,Cut the bunch when fingers are full and rounded,,,,,,,,,"Trichy, Theni, Tirunelveli",450,Loamy soil,Drip Irrigation,Provide propping to prevent lodging,,,,,,,,,,,,,,,,,,,
Mango,February - March,May - June,Manual,Harvest when fruits are mature and have developed color,,,,,,,,,"Krishnagiri, Dharmapuri, Salem",120,Loamy soil,Irrigation during flowering and fruiting,Control fruit fly effectively,,,,,,,,,,,,,,,,,,,
Cashew,Throughout the year,February - May,Manual,Harvest when nuts fall from the tree,,,,,,,,,"Cuddalore, Villupuram, Pudukkottai",365,Sandy loam,Rainfed/Supplemental Irrigation,Protect from tea mosquito bug,,,,,,,,,,,,,,,,,,,
Tapioca,Throughout the year,8-10 months after planting,Manual,Harvest when tubers are mature and starch content is high,,,,,,,,,"Salem, Namakkal, Dharmapuri",300,Sandy loam,Well Irrigation,Apply potash fertilizers adequately,,,,,,,,,,,,,,,,,,,
Turmeric,April - May,January - February (Next Year),Manual,Harvest when leaves turn yellow and dry,,,,,,,,,"Erode, Salem, Karur",270,Loamy soil,Well Irrigation,Provide partial shade to prevent sunburn,,,,,,,,,,,,,,,,,,,
Onion,July - August,November - December,Manual,Harvest when tops fall over and bulbs are mature,,,,,,,,,"Perambalur, Tiruchirappalli, Dindigul",120,Sandy loam,Well Irrigation,Control thrips effectively,,,,,,,,,,,,,,,,,,,
Tomato,Throughout the year,60-75 days after transplanting,Manual,Harvest when fruits are ripe and have developed color,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri",75,Sandy loam,Drip Irrigation,Provide staking for support,,,,,,,,,,,,,,,,,,,
Brinjal,Throughout the year,60-90 days after transplanting,Manual,Harvest when fruits are tender and glossy,,,,,,,,,"Vellore, Tiruvannamalai, Krishnagiri",90,Loamy soil,Drip Irrigation,Control shoot and fruit borer effectively,,,,,,,,,,,,,,,,,,,
Chilli,Throughout the year,75-90 days after transplanting,Manual,Harvest when fruits are ripe and have developed color,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar",90,Sandy loam,Drip Irrigation,Control thrips and mites effectively,,,,,,,,,,,,,,,,,,,
Jasmine,Throughout the year,Throughout the year,Manual,Pick flowers in the early morning when buds are opening,,,,,,,,,"Madurai, Dindigul, Theni",365,Loamy soil,Drip Irrigation,Provide regular pruning and fertilization,,,,,,,,,,,,,,,,,,,
Rose,Throughout the year,Throughout the year,Manual,Cut stems when buds are about to open,,,,,,,,,"Hosur, Dindigul, Nilgiris",365,Loamy soil,Drip Irrigation,Control black spot disease effectively,,,,,,,,,,,,,,,,,,,
Cardamom,June - July,October - November,Manual,Harvest when capsules are mature and have developed color,,,,,,,,,"Theni, Dindigul, Tirunelveli",150,Forest Loam,Rainfed,Provide shade and good drainage,,,,,,,,,,,,,,,,,,,
Tea,Throughout the year,Throughout the year,Manual,Pluck two leaves and a bud at regular intervals,,,,,,,,,"Nilgiris, Coimbatore",365,Loamy soil,Rainfed,Provide regular pruning and fertilization,,,,,,,,,,,,,,,,,,,
Coffee,June - July,November - January,Manual,Harvest when berries are ripe and red,,,,,,,,,"Dindigul, Theni, Nilgiris",240,Loamy soil,Rainfed/Supplemental Irrigation,Provide shade and proper pruning,,,,,,,,,,,,,,,,,,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest when nuts are mature and have water,,,,,,,,,"Thanjavur, Coimbatore, Kanyakumari",365,Sandy loam,Well Irrigation,Provide proper nutrition and pest management,,,,,,,,,,,,,,,,,,,
Rubber,Throughout the year,Throughout the year,Manual,Tap the trees regularly for latex collection,,,,,,,,,Kanyakumari,365,Laterite Soil,Rainfed,Manage diseases effectively,,,,,,,,,,,,,,,,,,,
Arecanut,Throughout the year,Throughout the year,Manual,Harvest when nuts are mature and have turned yellow,,,,,,,,,Coimbatore,365,Loamy Soil,Well Irrigation,Provide shade and protect from diseases,,,,,,,,,,,,,,,,,,,
Sorghum,June-July,September-October,Manual/Mechanical,Harvest when grain is mature and dry,,,,,,,,,"Coimbatore, Tiruppur, Erode",100,Sandy Loam,Rainfed/Supplemental Irrigation,Choose drought resistant varieties,,,,,,,,,,,,,,,,,,,
Pearl Millet,June-July,September-October,Manual,Harvest when grain is mature and dry,,,,,,,,,"Ramanathapuram, Thoothukudi, Tirunelveli",90,Sandy Soil,Rainfed,Use appropriate fertilizer doses,,,,,,,,,,,,,,,,,,,
Sesamum,June-July,September-October,Manual,Harvest when capsules turn yellow,,,,,,,,,"Villupuram, Cuddalore, Nagapattinam",90,Sandy Loam,Rainfed,Ensure proper drainage,,,,,,,,,,,,,,,,,,,
Castor,June-July,December-January,Manual,Harvest when capsules are dry,,,,,,,,,"Salem, Dharmapuri, Krishnagiri",180,Sandy Loam,Rainfed,Control pests like castor semilooper,,,,,,,,,,,,,,,,,,,
Coriander,October-November,January-February,Manual,Harvest when seeds are mature,,,,,,,,,"Theni, Madurai, Dindigul",90,Loamy Soil,Rainfed/Supplemental Irrigation,Avoid waterlogging,,,,,,,,,,,,,,,,,,,
Fenugreek,October-November,January-February,Manual,Harvest when pods are dry,,,,,,,,,"Theni, Madurai, Dindigul",90,Loamy Soil,Rainfed/Supplemental Irrigation,Harvest at the right stage for quality seeds,,,,,,,,,,,,,,,,,,,
Cluster Bean,June-July,September-October,Manual,Harvest when pods are tender,,,,,,,,,"Coimbatore, Tiruppur, Erode",90,Sandy Loam,Rainfed/Supplemental Irrigation,Apply proper nutrients for good yield,,,,,,,,,,,,,,,,,,,
Lablab Bean,June-July,September-October,Manual,Harvest when pods are tender,,,,,,,,,"Coimbatore, Tiruppur, Erode",90,Sandy Loam,Rainfed/Supplemental Irrigation,Provide support for climbing types,,,,,,,,,,,,,,,,,,,
Drumstick,Throughout the year,Throughout the year,Manual,Harvest when pods are tender,,,,,,,,,"Dindigul, Karur, Trichy",365,Sandy Loam,Rainfed/Supplemental Irrigation,Prune regularly for better yields,,,,,,,,,,,,,,,,,,,
Curry Leaf,Throughout the year,Throughout the year,Manual,Harvest leaves regularly,,,,,,,,,"Dindigul, Karur, Trichy",365,Loamy Soil,Rainfed/Supplemental Irrigation,Provide proper nutrients and pest management,,,,,,,,,,,,,,,,,,,
Betel Vine,Throughout the year,Throughout the year,Manual,Harvest leaves regularly,,,,,,,,,"Theni, Dindigul, Madurai",365,Loamy Soil,Well Irrigation,Provide shade and proper support,,,,,,,,,,,,,,,,,,,
Chrysanthemum,Throughout the year,Throughout the year,Manual,Cut stems when flowers are fully open,,,,,,,,,"Dindigul, Nilgiris, Madurai",365,Loamy Soil,Drip Irrigation,Provide regular pruning and fertilization,,,,,,,,,,,,,,,,,,,
Marigold,Throughout the year,Throughout the year,Manual,Harvest flowers regularly,,,,,,,,,"Dindigul, Nilgiris, Madurai",365,Loamy Soil,Drip Irrigation,Pinch back seedlings for bushy growth,,,,,,,,,,,,,,,,,,,
Gladiolus,September-October,January-February,Manual,Cut spikes when the first floret opens,,,,,,,,,"Nilgiris, Dindigul",120,Loamy Soil,Drip Irrigation,Provide support to spikes,,,,,,,,,,,,,,,,,,,
Tuberose,September-October,January-February,Manual,Harvest flowers at bud stage,,,,,,,,,"Dindigul, Madurai",365,Loamy Soil,Drip Irrigation,Provide good drainage and sunlight,,,,,,,,,,,,,,,,,,,
Paddy Straw Mushroom,Throughout the year,20-30 days after spawning,Manual,Harvest mushrooms before they fully open,,,,,,,,,"Coimbatore, Madurai",30,Composted Paddy Straw,Sprinkler/Manual Spray,Maintain proper temperature and humidity,,,,,,,,,,,,,,,,,,,
Oyster Mushroom,Throughout the year,20-30 days after spawning,Manual,Harvest mushrooms before they fully open,,,,,,,,,"Coimbatore, Madurai",30,Paddy Straw/Sawdust,Sprinkler/Manual Spray,Maintain proper temperature and humidity,,,,,,,,,,,,,,,,,,,
Button Mushroom,September-March,20-30 days after spawning,Manual,Harvest mushrooms before they fully open,,,,,,,,,Nilgiris,30,Composted Wheat Straw,Sprinkler/Manual Spray,Maintain proper temperature and humidity,,,,,,,,,,,,,,,,,,,
Silk Cotton,June-July,November-December,Manual,Harvest when pods are fully opened,,,,,,,,,"Virudhunagar, Tirunelveli",180,Sandy Loam,Rainfed,Ensure proper spacing for good yield,,,,,,,,,,,,,,,,,,,
Amla,Throughout the year,October-November,Manual,Harvest when fruits are mature and yellowish-green,,,,,,,,,"Dharmapuri, Krishnagiri",365,Loamy Soil,Rainfed/Supplemental Irrigation,Prune regularly for better yields,,,,,,,,,,,,,,,,,,,
Guava,Throughout the year,Throughout the year,Manual,Harvest when fruits are mature and slightly soft,,,,,,,,,"Dindigul, Trichy",365,Loamy Soil,Well Irrigation,Prune regularly for better yields,,,,,,,,,,,,,,,,,,,
Sapota,Throughout the year,Throughout the year,Manual,Harvest when fruits are mature and slightly soft,,,,,,,,,"Dindigul, Trichy",365,Loamy Soil,Well Irrigation,Provide proper nutrients and pest management,,,,,,,,,,,,,,,,,,,
Wood Apple,Throughout the year,Throughout the year,Manual,Harvest when fruits are mature and hard,,,,,,,,,"Pudukkottai, Sivaganga",365,Loamy Soil,Rainfed,Tolerant to drought conditions,,,,,,,,,,,,,,,,,,,
Sweet Potato,June-July,October-November,Manual,Harvest when tubers are mature,,,,,,,,,"Cuddalore, Villupuram",120,Sandy Loam,Rainfed/Supplemental Irrigation,Mound soil around vines for better tuber development,,,,,,,,,,,,,,,,,,,
Rice,January - February,May - June,Manual,Harvest when grains are golden yellow,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Madurai, Dindigul, Theni",120,"Apply recommended fertilizer doses, control pests and diseases",,,,,,
Cotton,April - May,September - October,Manual,Pick cotton when bolls are fully open,,,,,,,"Well Irrigation, Drip Irrigation",,,,Black soil,,,,,,,,,,,,,"Coimbatore, Tiruppur, Erode, Salem",180,"Use Bt cotton varieties, manage whiteflies and bollworms",,,,,,
Groundnut,June - July,October - November,Manual,Uproot plants when pods are mature,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Villupuram, Tiruvannamalai, Vellore, Cuddalore",120,"Apply gypsum to improve pod filling, control leaf spot disease",,,,,,
Sugarcane,February - March,January - February (next year),Manual,Cut canes close to the ground,,,,,,,"Canal Irrigation, Well Irrigation",,,,Loamy soil,,,,,,,,,,,,,"Tiruvallur, Kancheepuram, Vellore, Namakkal",365,"Use setts from healthy plants, apply recommended fertilizer doses",,,,,,
Maize,June - July,October - November,Manual,Harvest when kernels are hard and dry,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Perambalur, Ariyalur, Salem, Dharmapuri",100,"Use hybrid varieties, apply nitrogen fertilizer in split doses",,,,,,
Blackgram,June - July,September - October,Manual,Harvest when pods turn black and dry,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Thoothukudi, Tirunelveli, Virudhunagar, Ramanathapuram",75,"Apply phosphorus fertilizer, control yellow mosaic virus",,,,,,
Greengram,June - July,September - October,Manual,Harvest when pods turn yellow and dry,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Salem, Dharmapuri, Krishnagiri, Namakkal",60,"Apply rhizobium culture to seeds, control pod borers",,,,,,
Redgram,June - July,December - January,Manual,Harvest when pods turn brown and dry,,,,,,,Well Irrigation,,,,Red sandy loam,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Vellore, Tirupattur",180,"Apply phosphorus fertilizer, control pod borers",,,,,,
Sunflower,February - March,May - June,Manual,Harvest when back of the head turns yellow,,,,,,,Well Irrigation,,,,Black soil,,,,,,,,,,,,,"Erode, Coimbatore, Tiruppur, Karur",90,"Use hybrid varieties, apply boron fertilizer",,,,,,
Banana,Throughout the year,Throughout the year,Manual,Harvest when fruits are full and fingers turn light green,,,,,,,Drip Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Trichy, Theni, Tiruchirappalli, Karur",365,"Provide proper support to plants, control Sigatoka leaf spot",,,,,,
Mango,March - April,June - July,Manual,Harvest when fruits reach maturity stage,,,,,,,Well Irrigation,,,,Red sandy loam,,,,,,,,,,,,,"Krishnagiri, Dharmapuri, Salem, Vellore",150,"Apply plant growth regulators, control fruit fly",,,,,,
Cashew,February - March,May - June,Manual,Harvest when nuts drop naturally,,,,,,,Well Irrigation,,,,Laterite soil,,,,,,,,,,,,,"Cuddalore, Villupuram, Pudukkottai, Sivaganga",240,"Apply fertilizers regularly, control tea mosquito bug",,,,,,
Tapioca,Throughout the year,8-10 months after planting,Manual,Harvest when tubers are fully developed,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Erode",270,"Use healthy planting materials, control cassava mosaic disease",,,,,,
Turmeric,April - May,January - February,Manual,Harvest when leaves turn yellow and dry,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Erode, Salem, Karur, Coimbatore",270,"Use healthy rhizomes for planting, control rhizome rot",,,,,,
Onion,June - July,October - November,Manual,Harvest when tops fall over,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Perambalur, Trichy, Dindigul, Theni",120,"Use healthy seedlings, control thrips",,,,,,
Tomato,Throughout the year,Throughout the year,Manual,Harvest when fruits are fully ripe,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Dindigul, Krishnagiri, Dharmapuri, Theni",90,"Use hybrid varieties, control fruit borer",,,,,,
Brinjal,Throughout the year,Throughout the year,Manual,Harvest when fruits are tender and glossy,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Kancheepuram, Cuddalore",120,"Use grafted plants, control shoot and fruit borer",,,,,,
Chilli,Throughout the year,Throughout the year,Manual,Harvest when fruits turn red,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar, Thoothukudi",150,"Use disease-resistant varieties, control thrips and mites",,,,,,
Coconut,Throughout the year,Throughout the year,Manual,Harvest when nuts are mature,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Coimbatore, Tiruppur, Thanjavur, Kanyakumari",365,"Apply fertilizers regularly, control coconut mite",,,,,,
Sesame,June - July,September - October,Manual,Harvest when capsules turn yellow and dry,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Cuddalore, Villupuram, Perambalur, Ariyalur",90,"Apply phosphorus fertilizer, control leaf roller",,,,,,
Castor,June - July,December - January,Manual,Harvest when capsules turn brown and dry,,,,,,,Well Irrigation,,,,Red sandy loam,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Dharmapuri, Krishnagiri",180,"Apply nitrogen fertilizer, control semi-looper",,,,,,
Tapioca,June - July,April-May (next year),Manual,Harvest when tubers are fully developed,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Salem, Namakkal, Erode, Dharmapuri",300,"Use disease free planting material, control scale insects",,,,,,
Sweet Potato,June - July,November-December,Manual,Harvest when tubers are fully developed,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Thanjavur, Trichy, Pudukkottai, Madurai",150,"Use vine cuttings for planting, control weevils",,,,,,
Bhendi (Okra),Throughout the year,Throughout the year,Manual,Harvest when pods are tender,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Kancheepuram, Tiruvallur, Vellore, Cuddalore",60,"Use hybrid varieties, control shoot and fruit borer",,,,,,
Pumpkin,June - July,October-November,Manual,Harvest when fruits are fully mature and skin is hard,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Dindigul, Madurai, Theni, Tiruchirappalli",120,"Apply organic manure, control fruit fly",,,,,,
Watermelon,February - March,May-June,Manual,Harvest when fruits produce a dull sound when tapped,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Ariyalur, Perambalur, Trichy, Karur",90,"Apply potassium fertilizer, control fruit fly",,,,,,
Muskmelon,February - March,May-June,Manual,Harvest when fruits emit a fragrant aroma,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Virudhunagar, Thoothukudi, Tirunelveli, Ramanathapuram",90,"Apply potassium fertilizer, control fruit fly",,,,,,
Ridge Gourd,June - July,September-October,Manual,Harvest when fruits are tender,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Tiruvannamalai, Vellore, Kancheepuram, Chengalpattu",75,"Use hybrid varieties, control fruit fly",,,,,,
Bitter Gourd,June - July,September-October,Manual,Harvest when fruits are tender,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Kancheepuram, Chengalpattu",75,"Use hybrid varieties, control fruit fly",,,,,,
Snake Gourd,June - July,September-October,Manual,Harvest when fruits are tender,,,,,,,Drip Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Vellore, Tiruvannamalai, Kancheepuram, Chengalpattu",75,"Use hybrid varieties, control fruit fly",,,,,,
Cluster Bean,June - July,September-October,Manual,Harvest when pods are tender,,,,,,,Well Irrigation,,,,Sandy loam,,,,,,,,,,,,,"Madurai, Dindigul, Theni, Tiruchirappalli",60,"Apply phosphorus fertilizer, control pod borer",,,,,,
Coriander,June - July,September-October,Manual,Harvest when leaves are fully grown,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Theni, Dindigul, Madurai, Virudhunagar",45,"Apply nitrogen fertilizer, control aphids",,,,,,
Mint,Throughout the year,Throughout the year,Manual,Harvest when leaves are fully grown,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Salem, Erode, Namakkal, Karur",30,"Apply nitrogen fertilizer, control leaf spot",,,,,,
Fenugreek,June - July,September-October,Manual,Harvest when pods are fully grown and dry,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Theni, Dindigul, Madurai, Virudhunagar",60,"Apply phosphorus fertilizer, control aphids",,,,,,
Rose,Throughout the year,Throughout the year,Manual,Cut the stems with sharp secateurs,,,,,,,Drip Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Dindigul, Theni, Madurai, Coimbatore",365,"Apply fertilizers regularly, control aphids and thrips",,,,,,
Jasmine,Throughout the year,Throughout the year,Manual,Pick the flowers early in the morning,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Madurai, Dindigul, Theni, Virudhunagar",365,"Apply fertilizers regularly, control budworm",,,,,,
Marigold,Throughout the year,Throughout the year,Manual,Cut the flowers when fully opened,,,,,,,Well Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Salem, Namakkal, Dharmapuri, Krishnagiri",90,"Apply fertilizers regularly, control aphids",,,,,,
Chrysanthemum,Throughout the year,Throughout the year,Manual,Cut the stems with sharp secateurs,,,,,,,Drip Irrigation,,,,Loamy soil,,,,,,,,,,,,,"Dindigul, Theni, Madurai, Coimbatore",120,"Apply fertilizers regularly, control aphids and thrips",,,,,,
Tapioca,October - November,July-August (next year),Manual,Harvest when tubers reach desired size,,,,,,,Drip Irrigation,,,,Sandy Loam,,,,,,,,,,,,,"Salem, Namakkal, Erode, Dharmapuri",300,"Use disease-free planting material, control mites",,,,,,
